0
0,01
True
0 0
0,01 0,0897585848099795
0,02 0,179509937980972
0,03 0,269246828456628
0,04 0,358962026345822
0,05 0,448648303505149
0,06 0,538298434121282
0,07 0,627905195293134
0,08 0,717461367613793
0,09 0,806959735752173
0,1 0,896393089034335
0,11 0,985754222024435
0,12 1,07503593510525
0,13 1,16423103505823
0,14 1,25333233564304
0,15 1,34233265817655
0,16 1,4312248321112
0,17 1,52000169561267
0,18 1,60865609613698
0,19 1,69718089100669
0,2 1,78556894798637
0,21 1,87381314585725
0,22 1,96190637499095
0,23 2,0498415379223
0,24 2,13761154992115
0,25 2,22520933956314
0,26 2,31262784929952
0,27 2,39986003602566
0,28 2,48689887164855
0,29 2,57373734365302
0,3 2,66036845566675
0,31 2,7467852280239
0,32 2,8329806983275
0,33 2,91894792201033
0,34 3,00467997289452
0,35 3,09016994374948
0,36 3,17541094684844
0,37 3,26039611452342
0,38 3,34511859971845
0,39 3,42957157654132
0,4 3,51374824081343
0,41 3,59764181061807
0,42 3,68124552684678
0,43 3,76455265374392
0,44 3,84755647944936
0,45 3,93025031653924
0,46 4,01262750256474
0,47 4,09468140058891
0,48 4,17640539972131
0,49 4,25779291565073
0,5 4,33883739117558
0,51 4,41953229673227
0,52 4,49987113092121
0,53 4,57984742103068
0,54 4,65945472355825
0,55 4,73868662472999
0,56 4,81753674101715
0,57 4,89599871965053
0,58 4,97406623913222
0,59 5,05173300974501
0,6 5,12899277405906
0,61 5,20583930743609
0,62 5,28226641853085
0,63 5,35826794978997
0,64 5,43383777794806
0,65 5,50896981452103
0,66 5,58365800629663
0,67 5,65789633582215
0,68 5,73167882188923
0,69 5,80499952001574
0,7 5,87785252292473
0,71 5,95023196102037
0,72 6,02213200286083
0,73 6,09354685562808
0,74 6,1644707655947
0,75 6,23489801858734
0,76 6,30482294044714
0,77 6,3742398974869
0,78 6,44314329694495
0,79 6,51152758743574
0,8 6,57938725939713
0,81 6,64671684553426
0,82 6,71351092126004
0,83 6,77976410513221
0,84 6,84547105928689
0,85 6,91062648986865
0,86 6,97522514745703
0,87 7,03926182748945
0,88 7,10273137068057
0,89 7,16562866343792
0,9 7,22794863827392
0,91 7,28968627421412
0,92 7,35083659720177
0,93 7,41139468049855
0,94 7,4713556450815
0,95 7,53071466003611
0,96 7,58946694294556
0,97 7,64760776027599
0,98 7,7051324277579
0,99 7,76203631076353
1 7,8183148246803
1,01 7,87396343528012
1,02 7,92897765908476
1,03 7,98335306372702
1,04 8,03708526830789
1,05 8,09016994374948
1,06 8,14260281314379
1,07 8,19437965209732
1,08 8,24549628907141
1,09 8,29594860571832
1,1 8,34573253721303
1,11 8,39484407258078
1,12 8,44327925502015
1,13 8,49103418222194
1,14 8,53810500668347
1,15 8,58448793601866
1,16 8,63017923326351
1,17 8,67517521717718
1,18 8,71947226253863
1,19 8,76306680043864
1,2 8,80595531856738
1,21 8,84813436149739
1,22 8,88960053096194
1,23 8,93035048612886
1,24 8,97038094386969
1,25 9,00968867902419
1,26 9,0482705246602
1,27 9,08612337232875
1,28 9,12324417231455
1,29 9,15962993388167
1,3 9,19527772551451
1,31 9,23018467515398
1,32 9,26434797042888
1,33 9,29776485888252
1,34 9,33043264819444
1,35 9,36234870639738
1,36 9,39351046208924
1,37 9,42391540464035
1,38 9,45356108439569
1,39 9,48244511287227
1,4 9,51056516295154
1,41 9,53791896906692
1,42 9,56450432738632
1,43 9,59031909598966
1,44 9,61536119504149
1,45 9,63962860695854
1,46 9,66311937657224
1,47 9,68583161128631
1,48 9,70776348122918
1,49 9,72891321940145
1,5 9,74927912181824
1,51 9,76885954764648
1,52 9,78765291933712
1,53 9,8056577227522
1,54 9,82287250728689
1,55 9,8392958859863
1,56 9,85492653565727
1,57 9,86976319697496
1,58 9,88380467458431
1,59 9,89704983719635
1,6 9,90949761767935
1,61 9,92114701314478
1,62 9,93199708502813
1,63 9,94204695916452
1,64 9,95129582585911
1,65 9,95974293995239
1,66 9,96738762088015
1,67 9,97422925272834
1,68 9,98026728428272
1,69 9,98550122907321
1,7 9,98993066541315
1,71 9,99355523643321
1,72 9,99637465011021
1,73 9,99838867929058
1,74 9,99959716170871
1,75 10
1,76 9,99959716170871
1,77 9,99838867929058
1,78 9,99637465011021
1,79 9,99355523643321
1,8 9,98993066541315
1,81 9,98550122907321
1,82 9,98026728428271
1,83 9,97422925272834
1,84 9,96738762088014
1,85 9,95974293995239
1,86 9,95129582585911
1,87 9,94204695916451
1,88 9,93199708502813
1,89 9,92114701314478
1,9 9,90949761767935
1,91 9,89704983719635
1,92 9,88380467458431
1,93 9,86976319697495
1,94 9,85492653565727
1,95 9,83929588598629
1,96 9,82287250728688
1,97 9,8056577227522
1,98 9,78765291933711
1,99 9,76885954764647
2 9,74927912181823
2,01 9,72891321940145
2,02 9,70776348122918
2,03 9,68583161128631
2,04 9,66311937657224
2,05 9,63962860695853
2,06 9,61536119504149
2,07 9,59031909598966
2,08 9,56450432738632
2,09 9,53791896906692
2,1 9,51056516295154
2,11 9,48244511287227
2,12 9,45356108439569
2,13 9,42391540464035
2,14 9,39351046208924
2,15 9,36234870639738
2,16 9,33043264819445
2,17 9,29776485888252
2,18 9,26434797042888
2,19 9,23018467515398
2,2 9,19527772551452
2,21 9,15962993388168
2,22 9,12324417231456
2,23 9,08612337232876
2,24 9,04827052466021
2,25 9,00968867902421
2,26 8,9703809438697
2,27 8,93035048612887
2,28 8,88960053096195
2,29 8,8481343614974
2,3 8,8059553185674
2,31 8,76306680043866
2,32 8,71947226253865
2,33 8,6751752171772
2,34 8,63017923326353
2,35 8,58448793601869
2,36 8,5381050066835
2,37 8,49103418222197
2,38 8,44327925502018
2,39 8,39484407258081
2,4 8,34573253721306
2,41 8,29594860571835
2,42 8,24549628907145
2,43 8,19437965209736
2,44 8,14260281314383
2,45 8,09016994374952
2,46 8,03708526830793
2,47 7,98335306372706
2,48 7,9289776590848
2,49 7,87396343528017
2,5 7,81831482468035
2,51 7,76203631076358
2,52 7,70513242775795
2,53 7,64760776027604
2,54 7,58946694294561
2,55 7,53071466003617
2,56 7,47135564508156
2,57 7,41139468049861
2,58 7,35083659720184
2,59 7,28968627421418
2,6 7,22794863827399
2,61 7,165628663438
2,62 7,10273137068065
2,63 7,03926182748953
2,64 6,9752251474571
2,65 6,91062648986873
2,66 6,84547105928697
2,67 6,77976410513229
2,68 6,71351092126013
2,69 6,64671684553435
2,7 6,57938725939722
2,71 6,51152758743583
2,72 6,44314329694504
2,73 6,374239897487
2,74 6,30482294044724
2,75 6,23489801858744
2,76 6,16447076559481
2,77 6,09354685562819
2,78 6,02213200286093
2,79 5,95023196102049
2,8 5,87785252292485
2,81 5,80499952001585
2,82 5,73167882188934
2,83 5,65789633582227
2,84 5,58365800629675
2,85 5,50896981452115
2,86 5,43383777794819
2,87 5,3582679497901
2,88 5,28226641853098
2,89 5,20583930743622
2,9 5,1289927740592
2,91 5,05173300974515
2,92 4,97406623913236
2,93 4,89599871965067
2,94 4,8175367410173
2,95 4,73868662473014
2,96 4,6594547235584
2,97 4,57984742103083
2,98 4,49987113092137
2,99 4,41953229673243
3 4,33883739117574
3,01 4,25779291565089
3,02 4,17640539972148
3,03 4,09468140058907
3,04 4,01262750256492
3,05 3,93025031653941
3,06 3,84755647944954
3,07 3,7645526537441
3,08 3,68124552684696
3,09 3,59764181061826
3,1 3,51374824081361
3,11 3,42957157654151
3,12 3,34511859971865
3,13 3,26039611452361
3,14 3,17541094684864
3,15 3,09016994374967
3,16 3,00467997289472
3,17 2,91894792201054
3,18 2,8329806983277
3,19 2,74678522802411
3,2 2,66036845566696
3,21 2,57373734365324
3,22 2,48689887164876
3,23 2,39986003602588
3,24 2,31262784929974
3,25 2,22520933956337
3,26 2,13761154992137
3,27 2,04984153792253
3,28 1,96190637499118
3,29 1,87381314585748
3,3 1,7855689479866
3,31 1,69718089100692
3,32 1,60865609613722
3,33 1,52000169561291
3,34 1,43122483211144
3,35 1,3423326581768
3,36 1,25333233564329
3,37 1,16423103505848
3,38 1,0750359351055
3,39 0,985754222024691
3,4 0,896393089034593
3,41 0,806959735752433
3,42 0,717461367614055
