0
0,01
True
0 0
0,01 0,23560975967731
0,02 0,471161386171924
0,03 0,70659676064464
0,04 0,941857792939701
0,05 1,17688643591767
0,06 1,41162469977771
0,07 1,64601466636568
0,08 1,87999850346456
0,09 2,11351847906374
0,1 2,34651697560346
0,11 2,57893650419114
0,12 2,81071971878587
0,13 3,04180943034769
0,14 3,27214862094814
0,15 3,50168045783858
0,16 3,73034830747282
0,17 3,95809574948059
0,18 4,18486659058844
0,19 4,41060487848456
0,2 4,63525491562421
0,21 4,85876127297224
0,22 5,08106880367937
0,23 5,30212265668886
0,24 5,52186829027017
0,25 5,74025148547635
0,26 5,95721835952171
0,27 6,17271537907663
0,28 6,38668937347609
0,29 6,59908754783873
0,3 6,8098574960932
0,31 7,0189472139086
0,32 7,22630511152573
0,33 7,43188002648612
0,34 7,63562123625557
0,35 7,83747847073924
0,36 8,03740192468495
0,37 8,23534226997198
0,38 8,43125066778196
0,39 8,62507878064918
0,4 8,8167787843871
0,41 9,00630337988827
0,42 9,19360580479465
0,43 9,37863984503558
0,44 9,56135984623035
0,45 9,74172072495276
0,46 9,91967797985478
0,47 10,0951877026466
0,48 10,2682065889303
0,49 10,4386919488847
0,5 10,6066017177982
0,51 10,7718944664478
0,52 10,9345294113212
0,53 11,0944664246791
0,54 11,2516660444569
0,55 11,4060894840005
0,56 11,5576986416368
0,57 11,706456110075
0,58 11,8523251856354
0,59 11,9952698773064
0,6 12,1352549156242
0,61 12,2722457613754
0,62 12,4062086141184
0,63 12,5371104205241
0,64 12,6649188825302
0,65 12,7896024653114
0,66 12,9111304050592
0,67 13,0294727165729
0,68 13,144600200658
0,69 13,2564844513304
0,7 13,3650978628255
0,71 13,4704136364092
0,72 13,5724057869903
0,73 13,6710491495317
0,74 13,7663193852597
0,75 13,8581929876693
0,76 13,9466472883238
0,77 14,031660462448
0,78 14,1132115343134
0,79 14,1912803824132
0,8 14,2658477444273
0,81 14,336895221975
0,82 14,4044052851541
0,83 14,468361276867
0,84 14,5287474169295
0,85 14,5855488059652
0,86 14,6387514290812
0,87 14,6883421593265
0,88 14,7343087609303
0,89 14,7766398923216
0,9 14,8153251089271
0,91 14,8503548657484
0,92 14,8817205197172
0,93 14,9094143318277
0,94 14,9334294690462
0,95 14,9537600059969
0,96 14,9704009264241
0,97 14,9833481244296
0,98 14,992598405486
0,99 14,9981494872249
1 15
1,01 14,9981494872249
1,02 14,992598405486
1,03 14,9833481244295
1,04 14,9704009264241
1,05 14,9537600059969
1,06 14,9334294690462
1,07 14,9094143318277
1,08 14,8817205197172
1,09 14,8503548657484
1,1 14,8153251089271
1,11 14,7766398923216
1,12 14,7343087609303
1,13 14,6883421593265
1,14 14,6387514290812
1,15 14,5855488059651
1,16 14,5287474169295
1,17 14,468361276867
1,18 14,4044052851541
1,19 14,3368952219749
1,2 14,2658477444273
1,21 14,1912803824132
1,22 14,1132115343134
1,23 14,031660462448
1,24 13,9466472883238
1,25 13,8581929876693
1,26 13,7663193852597
1,27 13,6710491495317
1,28 13,5724057869903
1,29 13,4704136364092
1,3 13,3650978628255
1,31 13,2564844513304
1,32 13,1446002006579
1,33 13,0294727165729
1,34 12,9111304050591
1,35 12,7896024653114
1,36 12,6649188825302
1,37 12,537110420524
1,38 12,4062086141184
1,39 12,2722457613753
1,4 12,1352549156242
1,41 11,9952698773063
1,42 11,8523251856353
1,43 11,7064561100749
1,44 11,5576986416368
1,45 11,4060894840004
1,46 11,2516660444569
1,47 11,0944664246791
1,48 10,9345294113212
1,49 10,7718944664478
1,5 10,6066017177982
1,51 10,4386919488847
1,52 10,2682065889303
1,53 10,0951877026466
1,54 9,91967797985476
1,55 9,74172072495274
1,56 9,56135984623033
1,57 9,37863984503555
1,58 9,19360580479463
1,59 9,00630337988824
1,6 8,81677878438708
1,61 8,62507878064916
1,62 8,43125066778194
1,63 8,23534226997195
1,64 8,03740192468493
1,65 7,83747847073921
1,66 7,63562123625554
1,67 7,43188002648609
1,68 7,22630511152571
1,69 7,01894721390858
1,7 6,80985749609317
1,71 6,5990875478387
1,72 6,38668937347606
1,73 6,17271537907661
1,74 5,95721835952169
1,75 5,74025148547632
1,76 5,52186829027014
1,77 5,30212265668883
1,78 5,08106880367934
1,79 4,85876127297221
1,8 4,63525491562418
1,81 4,41060487848453
1,82 4,18486659058841
1,83 3,95809574948056
1,84 3,73034830747279
1,85 3,50168045783855
1,86 3,27214862094811
1,87 3,04180943034766
1,88 2,81071971878584
1,89 2,57893650419111
1,9 2,34651697560343
1,91 2,11351847906371
1,92 1,87999850346453
1,93 1,64601466636565
1,94 1,41162469977768
1,95 1,17688643591764
1,96 0,941857792939664
1,97 0,706596760644605
1,98 0,47116138617189
1,99 0,235609759677277
2 -3,14697812080211E-14
2,01 -0,235609759677334
2,02 -0,471161386171947
2,03 -0,706596760644654
2,04 -0,941857792939707
2,05 -1,17688643591768
2,06 -1,41162469977771
2,07 -1,64601466636567
2,08 -1,87999850346455
2,09 -2,11351847906373
2,1 -2,34651697560344
2,11 -2,57893650419112
2,12 -2,81071971878584
2,13 -3,04180943034766
2,14 -3,2721486209481
2,15 -3,50168045783853
2,16 -3,73034830747277
2,17 -3,95809574948054
2,18 -4,18486659058838
2,19 -4,4106048784845
2,2 -4,63525491562415
2,21 -4,85876127297217
2,22 -5,0810688036793
2,23 -5,30212265668878
2,24 -5,52186829027008
2,25 -5,74025148547626
2,26 -5,95721835952161
2,27 -6,17271537907654
2,28 -6,38668937347599
2,29 -6,59908754783863
2,3 -6,80985749609309
2,31 -7,01894721390849
2,32 -7,22630511152561
2,33 -7,43188002648599
2,34 -7,63562123625545
2,35 -7,83747847073911
2,36 -8,03740192468482
2,37 -8,23534226997184
2,38 -8,43125066778183
2,39 -8,62507878064904
2,4 -8,81677878438696
2,41 -9,00630337988812
2,42 -9,1936058047945
2,43 -9,37863984503543
2,44 -9,5613598462302
2,45 -9,74172072495261
2,46 -9,91967797985463
2,47 -10,0951877026464
2,48 -10,2682065889302
2,49 -10,4386919488846
2,5 -10,6066017177981
2,51 -10,7718944664477
2,52 -10,934529411321
2,53 -11,094466424679
2,54 -11,2516660444567
2,55 -11,4060894840003
2,56 -11,5576986416367
2,57 -11,7064561100748
2,58 -11,8523251856352
2,59 -11,9952698773062
2,6 -12,1352549156241
2,61 -12,2722457613752
2,62 -12,4062086141183
2,63 -12,5371104205239
2,64 -12,6649188825301
2,65 -12,7896024653112
2,66 -12,911130405059
2,67 -13,0294727165727
2,68 -13,1446002006578
2,69 -13,2564844513303
2,7 -13,3650978628254
2,71 -13,4704136364091
2,72 -13,5724057869901
2,73 -13,6710491495315
2,74 -13,7663193852596
2,75 -13,8581929876692
2,76 -13,9466472883236
2,77 -14,0316604624479
2,78 -14,1132115343133
2,79 -14,1912803824131
2,8 -14,2658477444272
2,81 -14,3368952219748
2,82 -14,404405285154
2,83 -14,4683612768669
2,84 -14,5287474169294
2,85 -14,5855488059651
2,86 -14,6387514290811
2,87 -14,6883421593264
2,88 -14,7343087609303
2,89 -14,7766398923215
2,9 -14,815325108927
2,91 -14,8503548657483
